ID,Title,Content,SKU,"Product Type","Parent Product ID","Product Color","Product Color Shade","Product Dimensions","Product Environmental","Product Features","Product Flooring Look","Product Flooring Types","Product Gloss Level","Product Grade","Product Species","Product Surface Texture","Product Attributes",Brands,"Product categories","Product Tags","POS Product visibility",_wp_old_slug,_wp_page_template,site-sidebar-layout,ast-site-content-layout,site-content-style,site-sidebar-style,theme-transparent-header-meta,astra-migrate-meta-layouts,woolentor_views_count_product,_wp_desired_post_slug,cfvsw_product_attr_catalog_attr,cfvsw_product_attr_pa_color,_elementor_page_assets,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Global Unique Id",Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_color)","Attribute Value (pa_color)","Attribute In Variations (pa_color)","Attribute Is Visible (pa_color)","Attribute Is Taxonomy (pa_color)","Attribute Name (pa_color-shade)","Attribute Value (pa_color-shade)","Attribute In Variations (pa_color-shade)","Attribute Is Visible (pa_color-shade)","Attribute Is Taxonomy (pa_color-shade)","Attribute Name (pa_dimensions)","Attribute Value (pa_dimensions)","Attribute In Variations (pa_dimensions)","Attribute Is Visible (pa_dimensions)","Attribute Is Taxonomy (pa_dimensions)","Attribute Name (pa_environmental)","Attribute Value (pa_environmental)","Attribute In Variations (pa_environmental)","Attribute Is Visible (pa_environmental)","Attribute Is Taxonomy (pa_environmental)","Attribute Name (pa_features)","Attribute Value (pa_features)","Attribute In Variations (pa_features)","Attribute Is Visible (pa_features)","Attribute Is Taxonomy (pa_features)","Attribute Name (pa_flooring-look)","Attribute Value (pa_flooring-look)","Attribute In Variations (pa_flooring-look)","Attribute Is Visible (pa_flooring-look)","Attribute Is Taxonomy (pa_flooring-look)","Attribute Name (pa_flooring-types)","Attribute Value (pa_flooring-types)","Attribute In Variations (pa_flooring-types)","Attribute Is Visible (pa_flooring-types)","Attribute Is Taxonomy (pa_flooring-types)","Attribute Name (pa_gloss-level)","Attribute Value (pa_gloss-level)","Attribute In Variations (pa_gloss-level)","Attribute Is Visible (pa_gloss-level)","Attribute Is Taxonomy (pa_gloss-level)","Attribute Name (pa_grade)","Attribute Value (pa_grade)","Attribute In Variations (pa_grade)","Attribute Is Visible (pa_grade)","Attribute Is Taxonomy (pa_grade)","Attribute Name (pa_species)","Attribute Value (pa_species)","Attribute In Variations (pa_species)","Attribute Is Visible (pa_species)","Attribute Is Taxonomy (pa_species)","Attribute Name (pa_surface-texture)","Attribute Value (pa_surface-texture)","Attribute In Variations (pa_surface-texture)","Attribute Is Visible (pa_surface-texture)","Attribute Is Taxonomy (pa_surface-texture)","Shipping Class","Product Visibility","Short Description",Date,"Post Type",Permalink
144,"Oak Flooring","When an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. Aelltes port lacus quis enim var sed efficitur turpis gilla sed sit amet finibus eros. Neque porro est qui dolorem ipsum quia quaed inventor veritatis et quasi architecto beatae vitae dicta sunt explicabo. Aelltes port lacus quis enim var sed efficitur turpis gilla sed sit amet finibus eros. Lorem Ipsum is simply dummy text of the printing and typesetting industry",FT144,simple,0,,,,,,,,,,,,"a:1:{s:8:""warranty"";a:6:{s:4:""name"";s:8:""Warranty"";s:5:""value"";s:9:""Life Time"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",,"Engineered Hardwood",,,natural-stone-tiles-copy-5,default,default,default,default,default,default,set,,,,,,http://localhost/floorstodayhome/wp-content/uploads/2024/01/11.png,11.png,"C:\wamp64\www\floorstodayhome/wp-content/uploads/2024/01/11.png",127,11,,,,http://localhost/floorstodayhome/wp-content/uploads/2024/01/11.png,,,,,instock,,,0,Color,,no,no,no,"Color Shade",,no,no,no,Dimensions,,no,no,no,Environmental,,no,no,no,Features,,no,no,no,"Flooring Look",,no,no,no,"Flooring Types",,no,no,no,"Gloss Level",,no,no,no,Grade,,no,no,no,Species,,no,no,no,"Surface Texture",,no,no,no,,visible,"Neque porro est qui dolorem ipsum quia quaed inventor veritatis et quasi architecto beatae vitae dicta sunt explicabo. Aelltes port lacus","2024-01-10 11:02:46",product,http://localhost/floorstodayhome/?post_type=product&p=144
3277,"Silk - White Oak",,FT3277,simple,0,Silk,Dark,"6-1/2 x 3/4 x RL","Floorscore Certified",,"Wood Look",Click,High,,,Smooth,"a:8:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:13:""pa_dimensions"";a:6:{s:4:""name"";s:13:""pa_dimensions"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_color-shade"";a:6:{s:4:""name"";s:14:""pa_color-shade"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:16:""pa_flooring-look"";a:6:{s:4:""name"";s:16:""pa_flooring-look"";s:5:""value"";s:0:"""";s:8:""position"";i:3;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:17:""pa_flooring-types"";a:6:{s:4:""name"";s:17:""pa_flooring-types"";s:5:""value"";s:0:"""";s:8:""position"";i:4;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_gloss-level"";a:6:{s:4:""name"";s:14:""pa_gloss-level"";s:5:""value"";s:0:"""";s:8:""position"";i:5;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:18:""pa_surface-texture"";a:6:{s:4:""name"";s:18:""pa_surface-texture"";s:5:""value"";s:0:"""";s:8:""position"";i:6;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:16:""pa_environmental"";a:6:{s:4:""name"";s:16:""pa_environmental"";s:5:""value"";s:0:"""";s:8:""position"";i:7;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",,"Engineered Hardwood",,,,default,default,default,default,default,default,set,,,,,,http://localhost/floorstodayhome/wp-content/uploads/2026/01/fgxqhn6jzfy9huuxyium.png,fgxqhn6jzfy9huuxyium.png,"C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/01/fgxqhn6jzfy9huuxyium.png",3510,fgxqhn6jzfy9huuxyium,,,,http://localhost/floorstodayhome/wp-content/uploads/2026/01/fgxqhn6jzfy9huuxyium.png,,,,,instock,,,0,Color,Silk,no,yes,yes,"Color Shade",Dark,no,yes,yes,Dimensions,"6-1/2 x 3/4 x RL",no,yes,yes,Environmental,"Floorscore Certified",no,yes,yes,Features,,no,no,no,"Flooring Look","Wood Look",no,yes,yes,"Flooring Types",Click,no,yes,yes,"Gloss Level",High,no,yes,yes,Grade,,no,no,no,Species,,no,no,no,"Surface Texture",Smooth,no,yes,yes,,visible,"Silk Eng Oak Flooring","2026-01-29 02:16:19",product,http://localhost/floorstodayhome/product/silk-eng-oak/
3278,"Poetic - White Oak",,FT3278,simple,0,"Poetic Oak",Medium,"6-1/2 x 3/4 x RL","Floorscore Certified",,"Wood Look","Click &amp; Glue",High,,"White Oak",Smooth,"a:9:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_color-shade"";a:6:{s:4:""name"";s:14:""pa_color-shade"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:13:""pa_dimensions"";a:6:{s:4:""name"";s:13:""pa_dimensions"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:16:""pa_flooring-look"";a:6:{s:4:""name"";s:16:""pa_flooring-look"";s:5:""value"";s:0:"""";s:8:""position"";i:3;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:17:""pa_flooring-types"";a:6:{s:4:""name"";s:17:""pa_flooring-types"";s:5:""value"";s:0:"""";s:8:""position"";i:4;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_gloss-level"";a:6:{s:4:""name"";s:14:""pa_gloss-level"";s:5:""value"";s:0:"""";s:8:""position"";i:5;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_species"";a:6:{s:4:""name"";s:10:""pa_species"";s:5:""value"";s:0:"""";s:8:""position"";i:6;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:18:""pa_surface-texture"";a:6:{s:4:""name"";s:18:""pa_surface-texture"";s:5:""value"";s:0:"""";s:8:""position"";i:7;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:16:""pa_environmental"";a:6:{s:4:""name"";s:16:""pa_environmental"";s:5:""value"";s:0:"""";s:8:""position"";i:8;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",,"Engineered Hardwood",,,,default,default,default,default,default,default,set,,,,,,http://localhost/floorstodayhome/wp-content/uploads/2026/01/votgouehwxhn7f1a4s3m-1.png,votgouehwxhn7f1a4s3m-1.png,"C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/01/votgouehwxhn7f1a4s3m-1.png",3511,"votgouehwxhn7f1a4s3m (1)",,,,http://localhost/floorstodayhome/wp-content/uploads/2026/01/votgouehwxhn7f1a4s3m-1.png,,,,,instock,,,0,Color,"Poetic Oak",no,yes,yes,"Color Shade",Medium,no,yes,yes,Dimensions,"6-1/2 x 3/4 x RL",no,yes,yes,Environmental,"Floorscore Certified",no,yes,yes,Features,,no,no,no,"Flooring Look","Wood Look",no,yes,yes,"Flooring Types","Click &amp; Glue",no,yes,yes,"Gloss Level",High,no,yes,yes,Grade,,no,no,no,Species,"White Oak",no,yes,yes,"Surface Texture",Smooth,no,yes,yes,,visible,"Poetic Eng Oak Flooring","2026-01-29 02:16:20",product,http://localhost/floorstodayhome/product/poetic-eng-oak/
3279,"Truffle  - Red oak",,FT3279,simple,0,Truffle,Medium,"4 -1/4 x 3/4 x RL",,,"Wood Look",Nailed,Medium,,"Red Oak",Smooth,"a:9:{s:10:""dimensions"";a:6:{s:4:""name"";s:10:""Dimensions"";s:5:""value"";s:17:""4 -1/4 x 3/4 x RL"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_color-shade"";a:6:{s:4:""name"";s:14:""pa_color-shade"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:13:""pa_dimensions"";a:6:{s:4:""name"";s:13:""pa_dimensions"";s:5:""value"";s:0:"""";s:8:""position"";i:3;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:16:""pa_flooring-look"";a:6:{s:4:""name"";s:16:""pa_flooring-look"";s:5:""value"";s:0:"""";s:8:""position"";i:4;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:17:""pa_flooring-types"";a:6:{s:4:""name"";s:17:""pa_flooring-types"";s:5:""value"";s:0:"""";s:8:""position"";i:5;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_gloss-level"";a:6:{s:4:""name"";s:14:""pa_gloss-level"";s:5:""value"";s:0:"""";s:8:""position"";i:6;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_species"";a:6:{s:4:""name"";s:10:""pa_species"";s:5:""value"";s:0:"""";s:8:""position"";i:7;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:18:""pa_surface-texture"";a:6:{s:4:""name"";s:18:""pa_surface-texture"";s:5:""value"";s:0:"""";s:8:""position"";i:8;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",,"Solid Hardwood",,,,,default,default,default,default,,default,,,,,,http://localhost/floorstodayhome/wp-content/uploads/2026/01/summit2-truffle-600x486-1.jpg,summit2-truffle-600x486-1.jpg,"C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/01/summit2-truffle-600x486-1.jpg",3491,summit2-truffle-600x486,,,,http://localhost/floorstodayhome/wp-content/uploads/2026/01/summit2-truffle-600x486-1.jpg,,,,,instock,,,0,Color,Truffle,no,yes,yes,"Color Shade",Medium,no,yes,yes,Dimensions,"4 -1/4 x 3/4 x RL",no,yes,yes,Environmental,,no,no,no,Features,,no,no,no,"Flooring Look","Wood Look",no,yes,yes,"Flooring Types",Nailed,no,yes,yes,"Gloss Level",Medium,no,yes,yes,Grade,,no,no,no,Species,"Red Oak",no,yes,yes,"Surface Texture",Smooth,no,yes,yes,,visible,"Truffle Solid Red oak Flooring","2026-01-29 02:16:20",product,http://localhost/floorstodayhome/product/truffle-solid-red-oak/
3280,"Cinnamon - Maple",,FT3280,simple,0,Cinnamon,Dark,"4 -1/4 x 3/4 x RL",,,"Wood Look",Nailed,Medium,,Maple,Smooth,"a:9:{s:10:""dimensions"";a:6:{s:4:""name"";s:10:""Dimensions"";s:5:""value"";s:17:""4 -1/4 x 3/4 x RL"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_color-shade"";a:6:{s:4:""name"";s:14:""pa_color-shade"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:13:""pa_dimensions"";a:6:{s:4:""name"";s:13:""pa_dimensions"";s:5:""value"";s:0:"""";s:8:""position"";i:3;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:16:""pa_flooring-look"";a:6:{s:4:""name"";s:16:""pa_flooring-look"";s:5:""value"";s:0:"""";s:8:""position"";i:4;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:17:""pa_flooring-types"";a:6:{s:4:""name"";s:17:""pa_flooring-types"";s:5:""value"";s:0:"""";s:8:""position"";i:5;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_gloss-level"";a:6:{s:4:""name"";s:14:""pa_gloss-level"";s:5:""value"";s:0:"""";s:8:""position"";i:6;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_species"";a:6:{s:4:""name"";s:10:""pa_species"";s:5:""value"";s:0:"""";s:8:""position"";i:7;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:18:""pa_surface-texture"";a:6:{s:4:""name"";s:18:""pa_surface-texture"";s:5:""value"";s:0:"""";s:8:""position"";i:8;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",,"Solid Hardwood",,,,,default,default,default,default,default,set,,,,,,http://localhost/floorstodayhome/wp-content/uploads/2026/03/FLOORSTODAY-CINNAMON.png,FLOORSTODAY-CINNAMON.png,"C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/03/FLOORSTODAY-CINNAMON.png",3486,"FLOORSTODAY - CINNAMON",,,,,,,,,instock,,,0,Color,Cinnamon,no,yes,yes,"Color Shade",Dark,no,yes,yes,Dimensions,"4 -1/4 x 3/4 x RL",no,yes,yes,Environmental,,no,no,no,Features,,no,no,no,"Flooring Look","Wood Look",no,yes,yes,"Flooring Types",Nailed,no,yes,yes,"Gloss Level",Medium,no,yes,yes,Grade,,no,no,no,Species,Maple,no,yes,yes,"Surface Texture",Smooth,no,yes,yes,,visible,"Cinnamon Solid Hard Maple Flooring","2026-01-29 02:16:20",product,http://localhost/floorstodayhome/?post_type=product&p=3280
3281,"Cocoa - Maple",,FT3281,simple,0,Cocoa,Dark,"4 -1/4 x 3/4 x RL",,,"Wood Look",Nailed,High,,Maple,Smooth,"a:9:{s:10:""dimensions"";a:6:{s:4:""name"";s:10:""Dimensions"";s:5:""value"";s:17:""4 -1/4 x 3/4 x RL"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_color-shade"";a:6:{s:4:""name"";s:14:""pa_color-shade"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:13:""pa_dimensions"";a:6:{s:4:""name"";s:13:""pa_dimensions"";s:5:""value"";s:0:"""";s:8:""position"";i:3;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:16:""pa_flooring-look"";a:6:{s:4:""name"";s:16:""pa_flooring-look"";s:5:""value"";s:0:"""";s:8:""position"";i:4;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:17:""pa_flooring-types"";a:6:{s:4:""name"";s:17:""pa_flooring-types"";s:5:""value"";s:0:"""";s:8:""position"";i:5;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_gloss-level"";a:6:{s:4:""name"";s:14:""pa_gloss-level"";s:5:""value"";s:0:"""";s:8:""position"";i:6;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_species"";a:6:{s:4:""name"";s:10:""pa_species"";s:5:""value"";s:0:"""";s:8:""position"";i:7;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:18:""pa_surface-texture"";a:6:{s:4:""name"";s:18:""pa_surface-texture"";s:5:""value"";s:0:"""";s:8:""position"";i:8;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",,"Solid Hardwood",,,,,default,default,default,default,default,set,,,,,,http://localhost/floorstodayhome/wp-content/uploads/2026/01/uptown-cocoa-e1773595996155.jpg,uptown-cocoa-e1773595996155.jpg,"C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/01/uptown-cocoa-e1773595996155.jpg",3512,uptown-cocoa-e1754425218927,,,,http://localhost/floorstodayhome/wp-content/uploads/2026/01/uptown-cocoa-e1773595996155.jpg,,,,,instock,,,0,Color,Cocoa,no,yes,yes,"Color Shade",Dark,no,yes,yes,Dimensions,"4 -1/4 x 3/4 x RL",no,yes,yes,Environmental,,no,no,no,Features,,no,no,no,"Flooring Look","Wood Look",no,yes,yes,"Flooring Types",Nailed,no,yes,yes,"Gloss Level",High,no,yes,yes,Grade,,no,no,no,Species,Maple,no,yes,yes,"Surface Texture",Smooth,no,yes,yes,,visible,"Cocoa Solid Hard Maple Flooring","2026-01-29 02:16:20",product,http://localhost/floorstodayhome/?post_type=product&p=3281
3282,"Pearl - Maple",,FT3282,simple,0,Pearl,Light,"4 -1/4 x 3/4 x RL",,,"Wood Look",Nailed,Matte,,Maple,Wirebrushed,"a:9:{s:10:""dimensions"";a:6:{s:4:""name"";s:10:""Dimensions"";s:5:""value"";s:17:""4 -1/4 x 3/4 x RL"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_color-shade"";a:6:{s:4:""name"";s:14:""pa_color-shade"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:13:""pa_dimensions"";a:6:{s:4:""name"";s:13:""pa_dimensions"";s:5:""value"";s:0:"""";s:8:""position"";i:3;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:16:""pa_flooring-look"";a:6:{s:4:""name"";s:16:""pa_flooring-look"";s:5:""value"";s:0:"""";s:8:""position"";i:4;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:17:""pa_flooring-types"";a:6:{s:4:""name"";s:17:""pa_flooring-types"";s:5:""value"";s:0:"""";s:8:""position"";i:5;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_gloss-level"";a:6:{s:4:""name"";s:14:""pa_gloss-level"";s:5:""value"";s:0:"""";s:8:""position"";i:6;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_species"";a:6:{s:4:""name"";s:10:""pa_species"";s:5:""value"";s:0:"""";s:8:""position"";i:7;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:18:""pa_surface-texture"";a:6:{s:4:""name"";s:18:""pa_surface-texture"";s:5:""value"";s:0:"""";s:8:""position"";i:8;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",,"Solid Hardwood",,,pearl-solid-hard-maple,default,default,default,default,default,default,set,,,,,a:0:{},http://localhost/floorstodayhome/wp-content/uploads/2026/01/Pearl-scaled-e1777401684458.jpg|http://localhost/floorstodayhome/wp-content/uploads/2026/01/FT-PEARL.png,Pearl-scaled-e1777401684458.jpg|FT-PEARL.png,"C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/01/Pearl-scaled-e1777401684458.jpg|C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/01/FT-PEARL.png",4699|3489,"Pearl|FT - PEARL",|,|,|,http://localhost/floorstodayhome/wp-content/uploads/2026/01/Pearl-scaled-e1777401684458.jpg,,,,,instock,,,0,Color,Pearl,no,yes,yes,"Color Shade",Light,no,yes,yes,Dimensions,"4 -1/4 x 3/4 x RL",no,yes,yes,Environmental,,no,no,no,Features,,no,no,no,"Flooring Look","Wood Look",no,yes,yes,"Flooring Types",Nailed,no,yes,yes,"Gloss Level",Matte,no,yes,yes,Grade,,no,no,no,Species,Maple,no,yes,yes,"Surface Texture",Wirebrushed,no,yes,yes,,visible,"Pearl Solid Hard Maple Flooring","2026-01-29 02:16:20",product,http://localhost/floorstodayhome/product/pearl-maple/
3283,"Sierra - Maple",,FT3283,simple,0,Caramel,Dark,"4 -1/4 x 3/4 x RL",,,"Wood Look",Nailed,Matte,,Maple,Smooth,"a:8:{s:8:""pa_color"";a:6:{s:4:""name"";s:8:""pa_color"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:13:""pa_dimensions"";a:6:{s:4:""name"";s:13:""pa_dimensions"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_color-shade"";a:6:{s:4:""name"";s:14:""pa_color-shade"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:18:""pa_surface-texture"";a:6:{s:4:""name"";s:18:""pa_surface-texture"";s:5:""value"";s:0:"""";s:8:""position"";i:3;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_species"";a:6:{s:4:""name"";s:10:""pa_species"";s:5:""value"";s:0:"""";s:8:""position"";i:4;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:17:""pa_flooring-types"";a:6:{s:4:""name"";s:17:""pa_flooring-types"";s:5:""value"";s:0:"""";s:8:""position"";i:5;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_gloss-level"";a:6:{s:4:""name"";s:14:""pa_gloss-level"";s:5:""value"";s:0:"""";s:8:""position"";i:6;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:16:""pa_flooring-look"";a:6:{s:4:""name"";s:16:""pa_flooring-look"";s:5:""value"";s:0:"""";s:8:""position"";i:7;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",,"Solid Hardwood",,,,default,default,default,default,default,default,set,,,,,,http://localhost/floorstodayhome/wp-content/uploads/2026/01/sierra-scaled-e1777401786764.jpg|http://localhost/floorstodayhome/wp-content/uploads/2026/01/FT-CARAMEL.png|http://localhost/floorstodayhome/wp-content/uploads/2026/01/providence-sierra-600x486-1.jpg,sierra-scaled-e1777401786764.jpg|FT-CARAMEL.png|providence-sierra-600x486-1.jpg,"C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/01/sierra-scaled-e1777401786764.jpg|C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/01/FT-CARAMEL.png|C:\wamp64\www\floorstodayhome/wp-content/uploads/2026/01/providence-sierra-600x486-1.jpg",4700|3490|3493,"sierra|FT - CARAMEL|providence-sierra-600x486",||,||,||,http://localhost/floorstodayhome/wp-content/uploads/2026/01/sierra-scaled-e1777401786764.jpg,,,,,instock,,,0,Color,Caramel,no,yes,yes,"Color Shade",Dark,no,yes,yes,Dimensions,"4 -1/4 x 3/4 x RL",no,yes,yes,Environmental,,no,no,no,Features,,no,no,no,"Flooring Look","Wood Look",no,yes,yes,"Flooring Types",Nailed,no,yes,yes,"Gloss Level",Matte,no,yes,yes,Grade,,no,no,no,Species,Maple,no,yes,yes,"Surface Texture",Smooth,no,yes,yes,,visible,"Sierra Solid Hard Maple Flooring","2026-01-29 02:16:20",product,http://localhost/floorstodayhome/product/sierra-solid-hard-maple/
